ID,Center,Resolution,WSI,Node,Class,Image_path,Label
1567,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_38.jpg,0
1568,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_31.jpg,0
1569,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_47.jpg,0
1570,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_7.jpg,0
1571,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_6.jpg,0
1572,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_8.jpg,0
1573,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_15.jpg,0
1574,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_26.jpg,0
1575,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_28.jpg,0
1576,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_46.jpg,0
1577,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_44.jpg,0
1578,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_1.jpg,0
1579,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_11.jpg,0
1580,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_36.jpg,0
1581,nandafuyi,10x,5-1127526-10X,5-1127526-10X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/10x/5-1127526-10X/patch_3.jpg,0
