ID,Center,Resolution,WSI,Node,Class,Image_path,Label
1184,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_11.jpg,0
1186,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_3.jpg,0
1187,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_12.jpg,0
1188,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_21.jpg,0
1192,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_29.jpg,0
1194,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_27.jpg,0
1195,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_13.jpg,0
1198,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_5.jpg,0
1204,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_19.jpg,0
1205,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_10.jpg,0
1212,nandafuyi,4x,7-1256982-4X,7-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/7-1256982-4X/patch_2.jpg,0
1217,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_7.jpg,0
1218,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_6.jpg,0
1222,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_11.jpg,0
1225,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_12.jpg,0
1226,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_17.jpg,0
1227,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_25.jpg,0
1236,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_23.jpg,0
1238,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_5.jpg,0
1239,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_20.jpg,0
1241,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_39.jpg,0
1244,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_19.jpg,0
1252,nandafuyi,4x,1-1015837-4X,1-1015837-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/1-1015837-4X/patch_4.jpg,0
1262,nandafuyi,4x,8-1256982-4X,8-1256982-4X,ffpe_normal,jingxia_patches_use/nandafuyi/ffpe-negative/4x/8-1256982-4X/patch_46.jpg,0
